# format=rl-suite-semantic-map-v1
# revision=1.12.13
# input.sha256=a0eeaa3968819fdde8bb13988a99b7a6152539da35955da3860576b4c39b7859
# source=devious-annotations
# source.sha256=68fa234b5709c52a7d589d59e53223c08ca764aac3ffe71fb9fda40f31e0c2c8
# source.commit=3c01c4f5a68e2e013f47ea8bb8b66e364494ebee
field	bu	aw	Ltq;	isFromFriend0
field	bu	kh	Lqn;	soundEffectsArchive
field	bu	oq	Ljava/lang/String;	characterId
field	bv	bd	I	Login_banType
field	bv	bf	I	Login_loadingPercent
field	bv	bn	Ljava/lang/String;	Login_loadingText
field	bv	bq	Ljava/lang/String;	Login_username
field	bv	bx	Ljava/lang/String;	Login_password
field	bv	by	I	xPadding
field	bv	ca	Ljava/lang/String;	Login_response3
field	bv	cj	Ljava/lang/String;	Login_response2
field	bv	cl	Ljava/lang/String;	displayName
field	bv	cm	Z	rememberUsername
field	bv	cr	Ljava/lang/String;	Login_response1
field	bv	cv	I	loginIndex
field	bv	cw	Ljava/lang/String;	Login_response0
field	bv	cy	I	loginBoxX
field	bv	dq	I	worldSelectPage
field	bv	dt	Z	worldSelectOpen
field	bv	du	I	worldSelectPagesCount
field	bv	dx	I	hoveredWorldIndex
field	bv	dy	I	currentLoginField
field	bw	av	Z	filterWorlds
field	bx	cg	Lxm;	logoSprite
field	bx	nb	Ldr;	pcmStreamMixer
field	by	pp	I	oculusOrbFocalPointX
field	ca	ak	[Lxm;	sprites
field	ca	in	Lwc;	loginType
field	cb	ae	[I	soundLocations
field	cb	aj	[I	queuedSoundEffectDelays
field	cb	ak	[I	queuedSoundEffectLoops
field	cb	an	[I	soundEffectIds
field	cb	at	[Ldx;	soundEffects
field	cb	ay	I	soundEffectCount
field	cb	hb	Lgz;	guestClanChannel
field	cc	ct	Lqm;	ObjectDefinition_modelsArchive
field	cd	py	[Lxt;	headIconPkSprites
field	ce	as	I	Interpreter_objectStackSize
field	ce	at	Ljava/util/concurrent/Future;	future
field	ce	av	Ljava/util/concurrent/ExecutorService;	executor
field	ce	hn	Lgs;	guestClanSettings
field	cg	ad	I	type
field	cg	ae	I	mouseY
field	cg	ag	Lof;	widget
field	cg	aj	I	opIndex
field	cg	an	I	mouseX
field	cg	ap	I	keyTyped
field	cg	at	[Ljava/lang/Object;	args
field	cg	au	Ljava/lang/String;	targetName
field	cg	aw	Lof;	dragTarget
field	cg	ay	I	keyPressed
field	ch	ab	D	z
field	ch	ac	D	y
field	ch	ad	I	slope
field	ch	ae	I	sourceIndex
field	ch	af	I	id
field	ch	ag	I	sourceY
field	ch	ah	Z	isMoving
field	ch	ai	I	startPos
field	ch	aj	I	targetLevel
field	ch	ak	I	targetX
field	ch	am	Lsj;	animationSequence
field	ch	an	I	startHeight
field	ch	ap	I	endHeight
field	ch	as	D	x
field	ch	at	I	sourceX
field	ch	au	I	cycleStart
field	ch	av	I	sourceLevel
field	ch	aw	I	targetY
field	ch	ax	I	orientation
field	ch	ay	I	targetIndex
field	ch	az	I	cycleEnd
field	ci	aa	I	plane
field	ci	ab	Lky;	model0
